OID|DISBURSEMENT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
4127152|505|Computer / IT|2020-02-11|534|2709651|736786
4127153|505|Computer / IT|2020-02-11|691|2709651|736786
4127154|505|Computer / IT|2020-02-13|2793|2709651|736786
4127155|505|Computer / IT|2020-03-02|500|2709651|736786
4127156|505|Computer / IT|2020-03-02|1275|2709651|736786
4127157|505|Computer / IT|2020-03-05|133|2709651|736786
4127158|505|Computer / IT|2020-03-05|157|2709651|736786
4127159|505|Computer / IT|2020-03-05|534|2709651|736786
4127160|505|Computer / IT|2020-03-09|34|2709651|736786
4127161|505|Computer / IT|2020-03-09|86|2709651|736786
4127162|505|Computer / IT|2020-04-27|2103|2709651|736786
4127163|505|Computer / IT|2020-05-15|534|2709651|736786
4127164|505|Computer / IT|2020-05-15|534|2709651|736786
4127165|505|Computer / IT|2020-05-15|534|2709651|736786
4127166|505|Computer / IT|2020-05-18|167|2709651|736786
4127167|505|Computer / IT|2020-05-18|167|2709651|736786
4127168|505|Computer / IT|2020-05-18|534|2709651|736786
4127169|505|Computer / IT|2020-05-18|5864|2709651|736786
4127170|505|Computer / IT|2020-06-01|534|2709651|736786
4127171|505|Computer / IT|2020-06-15|173|2709651|736786
4127172|505|Computer / IT|2020-06-15|534|2709651|736786
4127173|505|Training Cost|2019-12-16|3689|2709652|736786
4127174|505|Training Cost|2019-12-16|989|2709652|736786
4127175|505|Training Cost|2020-01-27|45782|2709652|736786
4127176|505|Training Cost|2020-03-13|1783|2709652|736786
4127177|505|Training Cost|2020-03-13|5924|2709652|736786
4127178|505|cleaning|2019-07-16|712|2709653|736786
4127179|505|cleaning|2019-08-19|712|2709653|736786
4127180|505|cleaning|2019-09-16|712|2709653|736786
4127181|505|cleaning|2019-10-17|712|2709653|736786
4127182|505|cleaning|2019-11-18|712|2709653|736786
4127183|505|cleaning|2019-12-16|712|2709653|736786
4127184|505|cleaning|2020-01-21|518|2709653|736786
4127185|505|cleaning|2020-02-18|712|2709653|736786
4127186|505|cleaning|2020-03-16|712|2709653|736786
4127187|505|cleaning|2020-04-17|712|2709653|736786
4127188|505|cleaning|2020-05-15|712|2709653|736786
4127189|505|cleaning|2020-06-19|712|2709653|736786
4127190|505|Training Cost|2019-08-19|3111|2709654|736786
4127191|505|Training Cost|2019-09-13|3130|2709654|736786
4127192|505|Training Cost|2019-09-25|21992|2709654|736786
4127193|505|Training Cost|2019-10-23|23041|2709654|736786
4127194|505|Training Cost|2019-11-05|2836|2709654|736786
4127195|505|Training Cost|2020-01-02|6251|2709654|736786
4127196|505|Training Cost|2020-02-27|10977|2709654|736786
4127197|505|Training Cost|2020-04-13|6829|2709654|736786
4127198|505|Training Cost|2020-06-19|6050|2709654|736786
4127199|505|Hotel|2019-12-16|5740|2709655|736786
4127200|505|Pay for Training|2019-07-23|21|2709656|736786
4127201|505|Pay for Training|2019-07-23|104|2709656|736786
4127202|505|Pay for Training|2019-07-29|1962|2709656|736786
4127203|505|Pay for Training|2019-08-06|87|2709656|736786
4127204|505|Pay for Training|2019-08-22|87|2709656|736786
4127205|505|Pay for Training|2019-09-20|1828|2709656|736786
4127206|505|Pay for Training|2019-10-17|87|2709656|736786
4127207|505|Pay for Training|2019-11-12|22|2709656|736786
4127208|505|Pay for Training|2019-11-12|110|2709656|736786
4127209|505|Pay for Training|2020-01-13|1402|2709656|736786
4127210|505|Pay for Training|2020-01-27|86|2709656|736786
4127211|505|Pay for Training|2020-02-18|21|2709656|736786
4127212|505|Pay for Training|2020-02-18|107|2709656|736786
4127213|505|internet|2019-07-29|824|2709657|736786
4127214|505|internet|2019-08-26|824|2709657|736786
4127215|505|internet|2019-09-30|824|2709657|736786
4127216|505|internet|2019-10-23|824|2709657|736786
4127217|505|internet|2019-11-26|824|2709657|736786
4127218|505|internet|2020-01-02|824|2709657|736786
4127219|505|internet|2020-01-27|824|2709657|736786
4127220|505|internet|2020-03-05|824|2709657|736786
4127221|505|internet|2020-04-03|824|2709657|736786
4127222|505|internet|2020-04-27|824|2709657|736786
4127223|505|internet|2020-05-29|824|2709657|736786
4127224|505|Pay for Training|2019-07-16|1629|2709658|736786
4127225|505|Pay for Training|2019-09-06|1376|2709658|736786
4127226|505|Pay for Training|2019-09-12|1416|2709658|736786
4127227|505|Pay for Training|2020-03-10|1894|2709658|736786
4127228|505|Pay for Training|2020-05-29|200|2709658|736786
4127229|505|Office Supplies|2019-07-22|1224|2709659|736786
4127230|505|Office Supplies|2019-07-26|631|2709659|736786
4127231|505|Office Supplies|2019-09-19|337|2709659|736786
4127232|505|Office Supplies|2019-10-04|1473|2709659|736786
4127233|505|Office Supplies|2019-10-15|53|2709659|736786
4127234|505|Office Supplies|2019-10-23|320|2709659|736786
4127235|505|Office Supplies|2019-10-28|320|2709659|736786
4127236|505|Office Supplies|2019-11-26|224|2709659|736786
4127237|505|Office Supplies|2019-12-23|503|2709659|736786
4127238|505|Office Supplies|2020-01-02|160|2709659|736786
4127239|505|Office Supplies|2020-01-09|641|2709659|736786
4127240|505|Office Supplies|2020-01-27|145|2709659|736786
4127241|505|Office Supplies|2020-02-03|781|2709659|736786
4127242|505|Office Supplies|2020-03-11|1117|2709659|736786
4127243|505|employee Christmas gift|2019-11-20|9400|2709660|736786
4127244|505|employee birthday gift|2019-11-20|825|2709660|736786
4127245|505|AMOS v PPG disbursement|2019-10-30|36015|2709661|736786
4127246|505|AMOS v PPG disbursement|2019-10-30|36015|2709662|736786
4127247|505|Pay for Training|2019-07-23|42|2709663|736786
4127248|505|Pay for Training|2019-07-29|1869|2709663|736786
4127249|505|Pay for Training|2019-08-22|1869|2709663|736786
4127250|505|Pay for Training|2019-11-05|21|2709663|736786
4127251|505|Pay for Training|2019-11-05|103|2709663|736786
4127252|505|Pay for Training|2019-11-22|64|2709663|736786
4127253|505|Pay for Training|2019-12-19|87|2709663|736786
4127254|505|Pay for Training|2020-01-13|1916|2709663|736786
4127255|505|Pay for Training|2020-02-05|22|2709663|736786
4127256|505|Pay for Training|2020-02-18|103|2709663|736786
4127257|505|Pay for Training|2020-03-09|82|2709663|736786
4127258|505|Pay for Training|2019-07-29|1169|2709664|736786
4127259|505|Pay for Training|2019-08-22|1191|2709664|736786
4127260|505|Pay for Training|2019-09-20|1241|2709664|736786
4127261|505|Pay for Training|2019-10-15|775|2709664|736786
4127262|505|Pay for Training|2019-10-28|1131|2709664|736786
4127263|505|Pay for Training|2019-11-22|1135|2709664|736786
4127264|505|Pay for Training|2019-12-19|1105|2709664|736786
4127265|505|Pay for Training|2020-01-13|1113|2709664|736786
4127266|505|Pay for Training|2020-02-18|1144|2709664|736786
4127267|505|Pay for Training|2020-02-26|668|2709664|736786
4127268|505|Pay for Training|2020-03-09|1140|2709664|736786
4127269|505|Training Material|2020-02-24|380|2709665|736786
4127270|505|Training Material|2020-03-05|951|2709665|736786
4127271|505|Training Material|2019-07-01|565|2709665|736786
4127272|505|Training Material|2019-07-11|314|2709665|736786
4127273|505|Training Material|2019-07-22|783|2709665|736786
4127274|505|Training Material|2019-07-22|783|2709665|736786
4127275|505|Training Material|2019-07-22|779|2709665|736786
4127276|505|Training Material|2019-08-01|401|2709665|736786
4127277|505|Training Material|2019-08-19|878|2709665|736786
4127278|505|Training Material|2019-08-19|266|2709665|736786
4127279|505|Training Material|2019-08-19|783|2709665|736786
4127280|505|Training Material|2019-08-19|799|2709665|736786
4127281|505|Training Material|2019-09-13|461|2709665|736786
4127282|505|Training Material|2019-09-13|1169|2709665|736786
4127283|505|Training Material|2019-09-20|199|2709665|736786
4127284|505|Training Material|2019-09-25|358|2709665|736786
4127285|505|Training Material|2019-09-25|131|2709665|736786
4127286|505|Training Material|2019-09-30|597|2709665|736786
4127287|505|Training Material|2019-10-15|199|2709665|736786
4127288|505|Training Material|2019-10-15|379|2709665|736786
4127289|505|Training Material|2019-10-23|781|2709665|736786
4127290|505|Training Material|2019-10-28|107|2709665|736786
4127291|505|Training Material|2019-11-26|243|2709665|736786
4127292|505|Training Material|2019-12-09|464|2709665|736786
4127293|505|Training Material|2019-12-13|1400|2709665|736786
4127294|505|Training Material|2019-12-16|400|2709665|736786
4127295|505|Training Material|2020-01-02|518|2709665|736786
4127296|505|Training Material|2020-01-09|781|2709665|736786
4127297|505|Training Material|2020-01-09|427|2709665|736786
4127298|505|Training Material|2020-01-09|492|2709665|736786
4127299|505|Training Material|2020-01-09|526|2709665|736786
4127300|505|Training Material|2020-01-09|781|2709665|736786
4127301|505|Training Material|2020-01-21|172|2709665|736786
4127302|505|Training Material|2020-01-21|272|2709665|736786
4127303|505|Training Material|2020-01-27|309|2709665|736786
4127304|505|Training Material|2020-01-27|424|2709665|736786
4127305|505|Training Material|2020-02-13|791|2709665|736786
4127306|505|Training Material|2020-02-13|1571|2709665|736786
4127307|505|Training Material|2020-02-13|99|2709665|736786
4127308|505|Training Material|2020-03-05|75|2709665|736786
4127309|505|Training Material|2020-03-05|322|2709665|736786
4127310|505|Training Material|2020-03-13|503|2709665|736786
4127311|505|Training Material|2020-03-25|108|2709665|736786
4127312|505|Software|2019-07-12|67|2709666|736786
4127313|505|Software|2019-07-12|913|2709666|736786
4127314|505|Software|2019-08-19|43|2709666|736786
4127315|505|Software|2019-08-19|939|2709666|736786
4127316|505|Software|2019-09-09|59|2709666|736786
4127317|505|Software|2019-09-09|986|2709666|736786
4127318|505|Software|2019-10-10|51|2709666|736786
4127319|505|Software|2019-10-10|992|2709666|736786
4127320|505|Software|2019-11-12|12|2709666|736786
4127321|505|Software|2019-11-12|982|2709666|736786
4127322|505|Software|2019-12-11|26|2709666|736786
4127323|505|Software|2019-12-11|944|2709666|736786
4127324|505|Software|2020-01-13|26|2709666|736786
4127325|505|Software|2020-01-13|961|2709666|736786
4127326|505|Software|2020-02-07|26|2709666|736786
4127327|505|Software|2020-02-07|961|2709666|736786
4127328|505|Software|2020-03-09|26|2709666|736786
4127329|505|Software|2020-03-09|962|2709666|736786
4127330|505|Software|2020-04-20|961|2709666|736786
4127331|505|Software|2020-04-20|10|2709666|736786
4127332|505|Software|2020-05-15|17|2709666|736786
4127333|505|Software|2020-05-15|995|2709666|736786
4127334|505|Software0|2020-06-10|17|2709666|736786
4127335|505|Software|2020-06-10|982|2709666|736786
4127336|505|Hotel|2019-07-09|4454|2709667|736786
4127337|505|Hotel|2019-07-09|4739|2709667|736786
4127338|505|Hotel|2019-07-22|190|2709667|736786
4127339|505|Hotel|2019-07-22|761|2709667|736786
4127340|505|Hotel|2019-07-22|3978|2709667|736786
4127341|505|Hotel|2019-08-30|952|2709667|736786
4127342|505|Hotel|2019-09-16|4359|2709667|736786
4127343|505|Hotel|2019-09-20|3502|2709667|736786
4127344|505|Hotel|2019-09-25|6390|2709667|736786
4127345|505|Hotel|2019-10-10|7760|2709667|736786
4127346|505|Hotel|2019-10-15|6453|2709667|736786
4127347|505|Hotel|2019-11-12|1999|2709667|736786
4127348|505|Hotel|2019-11-12|3645|2709667|736786
4127349|505|Hotel|2019-12-04|8491|2709667|736786
4127350|505|Hotel|2019-12-09|361|2709667|736786
4127351|505|Training Cost|2019-07-01|3963|2709668|736786
4127352|505|Training Cost|2019-07-17|5284|2709668|736786
4127353|505|Training Cost|2019-08-22|9247|2709668|736786
4127354|505|Training Cost|2019-09-25|7926|2709668|736786
4127355|505|Training Cost|2019-10-15|3942|2709668|736786
4127356|505|Training Cost|2019-12-09|3942|2709668|736786
4127357|505|Training Cost|2019-12-11|11393|2709668|736786
4127358|505|Training Cost|2020-01-24|3942|2709668|736786
4127359|505|Training Cost|2020-02-18|3963|2709668|736786
4127360|505|Training Cost|2020-03-25|12219|2709668|736786
4127361|505|Training Cost|2020-06-15|3963|2709668|736786
4127362|505|april-june 2019,staff expenses|2019-07-17|2105|2709669|736786
4127363|505|april-june 2019,staff expenses|2019-07-17|7063|2709669|736786
4127364|505|april-may 2019,staff expenses|2019-07-22|2603|2709669|736786
4127365|505|july 2019,training cost|2019-09-23|167|2709669|736786
4127366|505|july 2019,training cost|2019-09-23|1481|2709669|736786
4127367|505|,payment for travel for traini|2020-02-07|537|2709669|736786
4127368|505|1568,travel cost for training|2020-02-07|3089|2709669|736786
4127369|505|1568,travel cost for training|2020-02-07|6320|2709669|736786
4127370|505|Travel Expense|2019-07-09|872|2709670|736786
4127371|505|B. Lowrey|2019-07-11|500|2709670|736786
4127372|505|D. Matthews|2019-07-11|500|2709670|736786
4127373|505|L-350c -  DOL mtg  travel exp|2019-07-29|1055|2709670|736786
4127374|505|travel exp Reg 1 conference|2019-08-21|378|2709670|736786
4127375|505|travel reg 1 LTI|2019-10-10|601|2709670|736786
4127376|505|S Noble years of service|2020-01-29|3500|2709670|736786
4127377|505|Hotel|2020-02-26|5902|2709671|736786
4127378|505|Parking for Staff|2019-07-25|1740|2709672|736786
4127379|505|Parking for Staff|2019-08-26|1885|2709672|736786
4127380|505|Parking for Staff|2019-09-25|1740|2709672|736786
4127381|505|Parking for Staff|2019-10-21|1885|2709672|736786
4127382|505|Parking for Staff|2019-11-21|3770|2709672|736786
4127383|505|Parking for Staff|2020-02-13|3770|2709672|736786
4127384|505|Parking for Staff|2020-02-27|1885|2709672|736786
4127385|505|Parking for Staff|2020-04-27|1885|2709672|736786
4127386|505|Parking for Staff|2020-04-27|1885|2709672|736786
4127387|505|Parking for Staff|2020-05-22|1885|2709672|736786
4127388|505|Parking for Staff|2020-05-22|1885|2709672|736786
4127389|505|Parking for Staff|2020-06-10|140|2709672|736786
4127390|505|Pay for Training|2019-07-17|30|2709673|736786
4127391|505|Pay for Training|2019-07-17|148|2709673|736786
4127392|505|Pay for Training|2019-07-29|1885|2709673|736786
4127393|505|Pay for Training|2019-08-06|118|2709673|736786
4127394|505|Pay for Training|2019-10-01|2036|2709673|736786
4127395|505|Pay for Training|2019-10-15|50|2709673|736786
4127396|505|Pay for Training|2019-10-15|118|2709673|736786
4127397|505|Pay for Training|2019-10-17|132|2709673|736786
4127398|505|Pay for Training|2019-11-12|59|2709673|736786
4127399|505|Pay for Training|2019-11-22|90|2709673|736786
4127400|505|Pay for Training|2019-12-19|118|2709673|736786
4127401|505|Pay for Training|2020-01-13|2020|2709673|736786
4127402|505|Pay for Training|2020-01-27|118|2709673|736786
4127403|505|Pay for Training|2020-02-05|30|2709673|736786
4127404|505|Pay for Training|2020-02-18|148|2709673|736786
4127405|505|evaluation for grant|2019-07-09|2050|2709674|736786
4127406|505|,expenses for travel|2019-09-19|648|2709674|736786
4127407|505|,article writing cost|2020-02-27|1800|2709674|736786
4127408|505|,publishing fee|2020-02-27|120|2709674|736786
4127409|505|Revised paper article, RR|2020-05-18|600|2709674|736786
4127410|505|Pay for Training|2019-07-16|2258|2709675|736786
4127411|505|Pay for Training|2019-09-11|1309|2709675|736786
4127412|505|Pay for Training|2019-10-01|2063|2709675|736786
4127413|505|electrical work|2019-09-20|6536|2709676|736786
4127414|505|electrical work|2020-03-16|6536|2709676|736786
4127415|505|hotel|2019-08-19|13583|2709677|736786
4127416|505|Pay for Training|2019-07-17|214|2709678|736786
4127417|505|Pay for Training|2019-08-06|1426|2709678|736786
4127418|505|Pay for Training|2019-08-06|214|2709678|736786
4127419|505|Pay for Training|2019-08-22|215|2709678|736786
4127420|505|Pay for Training|2019-08-22|214|2709678|736786
4127421|505|Pay for Training|2019-09-03|214|2709678|736786
4127422|505|Pay for Training|2019-09-26|214|2709678|736786
4127423|505|Pay for Training|2019-10-07|214|2709678|736786
4127424|505|Pay for Training|2019-10-24|214|2709678|736786
4127425|505|Pay for Training|2019-10-28|214|2709678|736786
4127426|505|Pay for Training|2019-11-12|214|2709678|736786
4127427|505|Pay for Training|2019-11-22|214|2709678|736786
4127428|505|Pay for Training|2019-12-11|214|2709678|736786
4127429|505|Pay for Training|2019-12-19|856|2709678|736786
4127430|505|Pay for Training|2020-01-14|768|2709678|736786
4127431|505|Pay for Training|2020-02-05|856|2709678|736786
4127432|505|Pay for Training|2020-02-18|214|2709678|736786
4127433|505|Pay for Training|2020-02-26|214|2709678|736786
4127434|505|Pay for Training|2020-02-27|428|2709678|736786
4127435|505|Pay for Training|2020-03-02|214|2709678|736786
4127436|505|Pay for Training|2020-03-09|214|2709678|736786
4127437|505|Phone/Internet|2019-07-22|737|2709679|736786
4127438|505|Phone/Internet|2019-08-19|737|2709679|736786
4127439|505|Phone/Internet|2019-09-19|737|2709679|736786
4127440|505|Phone/Internet|2019-10-17|737|2709679|736786
4127441|505|Phone/Internet|2019-11-18|737|2709679|736786
4127442|505|Phone/Internet|2020-01-02|737|2709679|736786
4127443|505|Phone/Internet|2020-01-16|737|2709679|736786
4127444|505|Phone/Internet|2020-02-24|737|2709679|736786
4127445|505|Phone/Internet|2020-03-27|737|2709679|736786
4127446|505|Phone/Internet|2020-04-17|737|2709679|736786
4127447|505|Phone/Internet|2020-05-15|737|2709679|736786
4127448|505|Phone/Internet|2020-06-19|737|2709679|736786
4127449|505|June 2019 Billing|2019-07-01|266865|2709680|736786
4127450|505|May Grant Billing|2019-07-01|125826|2709680|736786
4127451|505|July 2019 Billing|2019-08-07|271683|2709680|736786
4127452|505|June Grant Billing|2019-08-07|131000|2709680|736786
4127453|505|August 2019 Billing|2019-09-05|272338|2709680|736786
4127454|505|Grant Billing July 2019|2019-09-05|172029|2709680|736786
4127455|505|September 2019 Billing|2019-10-02|283431|2709680|736786
4127456|505|August Grant Billing|2019-10-02|133241|2709680|736786
4127457|505|October 2019 Billing|2019-11-06|273752|2709680|736786
4127458|505|Grant Billing Sept 2019|2019-11-06|118513|2709680|736786
4127459|505|November 2019 Billing|2019-12-05|274909|2709680|736786
4127460|505|October 2019 Grant Billing|2019-12-05|125693|2709680|736786
4127461|505|December 2019 billing|2020-01-07|279470|2709680|736786
4127462|505|Nov 2019 Grant billing|2020-01-07|118014|2709680|736786
4127463|505|January 2020 Billing|2020-02-06|268963|2709680|736786
4127464|505|Dec 2019 Grant Billing|2020-02-06|182684|2709680|736786
4127465|505|February 2020 Billing|2020-03-05|275273|2709680|736786
4127466|505|Grant Billing Jan 2020|2020-03-05|119943|2709680|736786
4127467|505|March 2020 Billing|2020-04-06|272753|2709680|736786
4127468|505|Grant Billing Feb 2020|2020-04-06|124553|2709680|736786
4127469|505|April 2020 Billing|2020-05-04|273853|2709680|736786
4127470|505|March 2020 Grant Billing|2020-05-04|134148|2709680|736786
4127471|505|May 2020 Billing|2020-06-03|270209|2709680|736786
4127472|505|April 2020 Grant Billing|2020-06-03|131935|2709680|736786
4127473|505|Staff expenses|2019-07-09|1183|2709681|736786
4127474|505|Staff expenses|2019-10-04|15133|2709681|736786
4127475|505|Staff expenses|2019-10-07|1291|2709681|736786
4127476|505|may 2019,idr work|2019-10-28|5512|2709681|736786
4127477|505|2019 fall,staff salaries|2020-01-27|13689|2709681|736786
4127478|505|aug-dec 2019,cost for cr|2020-02-05|1620|2709681|736786
4127479|505|sept-dec 2019,staff cost|2020-02-05|1620|2709681|736786
4127480|505|Staff expenses|2020-06-22|8994|2709681|736786
4127481|505|Staff expenses|2020-06-22|8129|2709681|736786
4127482|505|Staff expenses|2020-06-22|1080|2709681|736786
4127483|505|Staff expenses|2019-07-08|2242|2709681|736786
4127484|505|calendars|2019-10-10|3790|2709682|736786
4127485|505|L-799c T-shirt order|2019-12-13|558|2709682|736786
4127486|505|L-799c pad folios|2020-01-09|1231|2709682|736786
4127487|505|50 retirement watches|2020-01-27|6219|2709682|736786
4127488|505|Hotel|2020-02-03|4944|2709683|736786
4127489|505|Hotel|2020-02-28|7599|2709683|736786
4127490|505|Hotel|2020-03-09|9892|2709683|736786
4127491|505|Hotel|2020-04-09|1113|2709683|736786
4127492|505|Hotel|2020-04-13|10345|2709683|736786
4127493|505|Hotel|2020-05-22|419|2709683|736786
4127494|505|Hotel|2020-05-22|419|2709683|736786
4127495|505|Hotel|2020-06-22|1958|2709683|736786
4127496|505|Pay for Training|2019-07-29|1726|2709684|736786
4127497|505|Pay for Training|2019-08-06|81|2709684|736786
4127498|505|Pay for Training|2019-08-06|1935|2709684|736786
4127499|505|Pay for Training|2019-08-26|132|2709684|736786
4127500|505|Pay for Training|2019-09-19|197|2709684|736786
4127501|505|Pay for Training|2019-09-20|82|2709684|736786
4127502|505|Pay for Training|2019-10-07|99|2709684|736786
4127503|505|Pay for Training|2019-10-15|1979|2709684|736786
4127504|505|Pay for Training|2019-11-18|141|2709684|736786
4127505|505|Pay for Training|2019-12-11|672|2709684|736786
4127506|505|Pay for Training|2019-12-19|82|2709684|736786
4127507|505|Pay for Training|2020-01-13|1939|2709684|736786
4127508|505|Pay for Training|2020-01-31|118|2709684|736786
4127509|505|Pay for Training|2020-02-18|152|2709684|736786
4127510|505|Pay for Training|2020-02-26|1549|2709684|736786
4127511|505|Pay for Training|2020-03-16|102|2709684|736786
4127512|505|june 2019,d95 cost|2019-07-22|123|2709685|736786
4127513|505|july 2019,d95 base charge|2019-07-22|1179|2709685|736786
4127514|505|meter-june/base-august,copier|2019-08-19|1730|2709685|736786
4127515|505|aug-sept 2019,upstairs copier|2019-09-16|1492|2709685|736786
4127516|505|aug-sep 2019,d95 copier cost|2019-10-15|1383|2709685|736786
4127517|505|oct-nov 2019,d-95 copier cost|2019-11-18|1482|2709685|736786
4127518|505|Base & Meter Usage|2019-12-13|1679|2709685|736786
4127519|505|jan 2020,d95 charge|2020-01-27|1387|2709685|736786
4127520|505|feb 2020,d95 base cost|2020-02-13|1222|2709685|736786
4127521|505|mar 20,base copier cost|2020-03-13|1652|2709685|736786
4127522|505|D95 Copier|2020-04-27|1179|2709685|736786
4127523|505|D95 Copier|2020-05-29|1179|2709685|736786
4127524|505|June-July 2019,color copier|2019-07-22|1251|2709686|736786
4127525|505|july-aug,color copier cost|2019-08-22|1113|2709686|736786
4127526|505|august 2019,color coper cost|2019-09-16|2058|2709686|736786
4127527|505|sept-oct 2019,c8045 copier cos|2019-10-28|835|2709686|736786
4127528|505|.color copier cost|2019-11-22|1762|2709686|736786
4127529|505|,nov 2019,color copier cost|2019-12-19|572|2709686|736786
4127530|505|dec 2019,copier cost|2020-01-24|756|2709686|736786
4127531|505|Altalink C8045 copier|2020-02-24|745|2709686|736786
4127532|505|Altalink Copier C8045|2020-03-25|1076|2709686|736786
4127533|505|apr 2020,c8045 copier cost|2020-04-20|1090|2709686|736786
4127534|505|C8045 Copier|2020-05-15|413|2709686|736786
4127535|505|Xerox Copier Library|2020-06-19|413|2709686|736786
4127536|505|green card stock|2019-07-16|399|2709687|736786
4127537|505|,check stock|2019-07-29|876|2709687|736786
4127538|505|, Updated table throw promo|2019-10-07|235|2709687|736786
4127539|505|,certificates|2019-10-10|364|2709687|736786
4127540|505|Corrugated signs|2019-10-23|264|2709687|736786
4127541|505|,banner|2019-10-23|414|2709687|736786
4127542|505|,center decals|2019-10-23|525|2709687|736786
4127543|505|postcard stock|2019-11-01|457|2709687|736786
4127544|505|membership cards   1000|2019-11-05|1033|2709687|736786
4127545|505|,1099's|2019-11-12|205|2709687|736786
4127546|505|Center Envelopes|2019-12-09|512|2709687|736786
4127547|505|,banners|2020-02-07|442|2709687|736786
4085208|504|LAPEL PINS|2020-06-22|10152|2683760|735174
4085209|504|INSURANCE COVERAGE|2019-11-19|15635|2683763|735174
4085210|504|INSURANCE COVERAGE|2019-11-25|32401|2683763|735174
4085211|504|32ND GENERAL ASSEMBLY SYST. FUND DISBURSEMENT|2019-11-01|8000|2683765|735174
4085212|504|T-SHIRTS|2019-12-05|7482|2683768|735174
4085213|504|BUILDING REPAIRS AND UPDATES|2019-08-13|9670|2683769|735174
4085214|505|GENERAL ASSEMBLY - MEETING,LODGING,BANQUETS|2019-11-21|218569|2683770|735174
4085215|505|INITIAL DEPOSIT - TRAINING|2019-11-19|29025|2683772|735174
4085216|505|DEPOSIT - ROOMS, AUDIO VISUAL, FOOD - TRAINING|2020-02-12|124725|2683772|735174
4085217|504|32ND GENERAL ASSEMBLY SYST. FUND DISBURSEMENT|2019-11-01|8000|2683773|735174
4085218|505|GENERAL ASSEMBLY PROMOTION EXP - INITIAL PAYMENT|2019-07-13|5214|2683775|735174
4085219|505|GENERAL ASSEMBLY PROMOTION EXP - BALANCE|2019-09-23|5214|2683775|735174
4085220|505|GENERAL ASSEMBLY TRANSCRIPTIONS|2019-11-18|9810|2683777|735174
4085221|505|CONSTITUTION AND BYLAWS PRINTING|2020-03-19|5324|2683778|735174
4085222|501|ARBITRATION & LITIGATION|2020-02-10|10702|2683779|735174
4085223|501|ARBITRATION & LITIGATION|2020-04-07|5068|2683779|735174
4085224|505|GENERAL ASSEMBLY COUNSEL|2019-11-04|20639|2683780|735174
4128243|501|Organizing Assistance|2019-07-25|42046|2710159|736964
4128244|501|Organizing Assistance|2019-08-15|42328|2710159|736964
4128245|501|Organizing Assistance|2019-09-23|100000|2710159|736964
4128246|501|Organizing Assistance|2019-10-07|43236|2710159|736964
4128247|501|Organizing Assistance|2019-10-07|38702|2710159|736964
4128248|501|Organizing Assistance|2019-11-15|100000|2710159|736964
4128249|501|Organizing Assistance|2019-11-26|43346|2710159|736964
4128250|501|Organizing Assistance|2020-01-17|37932|2710159|736964
4128251|501|Organizing Assistance|2020-01-17|34155|2710159|736964
4128252|501|Organizing Assistance|2020-02-20|100000|2710159|736964
4128253|501|Organizing Assistance|2020-03-06|31025|2710159|736964
4128254|501|Organizing Assistance|2020-04-10|29981|2710159|736964
4128255|501|Organizing Assistance|2020-04-10|28924|2710159|736964
4128256|501|Organizing Assistance|2020-05-13|31301|2710159|736964
4128257|501|Organizing Assistance|2020-06-10|26988|2710159|736964
4128258|501|Organizing Assistance|2019-08-15|59857|2710160|736964
4128259|501|Organizing Assistance|2019-09-13|55010|2710160|736964
4128260|501|Organizing Assistance|2019-10-07|48668|2710160|736964
4128261|501|Organizing Assistance|2019-10-31|38921|2710160|736964
4128262|501|Organizing Assistance|2019-11-26|45977|2710160|736964
4128263|501|Organizing Assistance|2020-01-09|38235|2710160|736964
4128264|501|Organizing Assistance|2020-01-24|35315|2710160|736964
4128265|501|Organizing Assistance|2020-04-21|54460|2710160|736964
4128266|501|Organizing Assistance|2020-04-21|53414|2710160|736964
4128267|501|Organizing Assistance|2020-04-21|51627|2710160|736964
4128268|501|Organizing Assistance|2020-05-29|48335|2710160|736964
4128269|501|Organizing Assistance|2020-06-30|30350|2710160|736964
4128270|501|Organizing Assistance|2019-07-25|36457|2710161|736964
4128271|501|Organizing Assistance|2019-08-15|36586|2710161|736964
4128272|501|Organizing Assistance|2019-10-07|45432|2710161|736964
4128273|501|Organizing Assistance|2019-10-18|34567|2710161|736964
4128274|501|Organizing Assistance|2019-11-26|37069|2710161|736964
4128275|501|Organizing Assistance|2019-12-19|42381|2710161|736964
4128276|501|Organizing Assistance|2020-02-12|42691|2710161|736964
4128277|501|Organizing Assistance|2020-02-12|34954|2710161|736964
4128278|501|Organizing Assistance|2020-04-06|37290|2710161|736964
4128279|501|Organizing Assistance|2020-04-10|34694|2710161|736964
4128280|501|Organizing Assistance|2020-05-13|33385|2710161|736964
4128281|501|Organizing Assistance|2020-06-10|36943|2710161|736964
4128282|501|Organizing Assistance|2020-02-24|29038|2710162|736964
4128283|501|Organizing Assistance|2020-02-24|23381|2710162|736964
4128284|501|Organizing Assistance|2020-03-02|30020|2710162|736964
4128285|501|Organizing Assistance|2020-04-06|25835|2710162|736964
4128286|501|Organizing Assistance|2020-04-30|24727|2710162|736964
4128287|501|Organizing Assistance|2020-05-29|20583|2710162|736964
4128288|501|Organizing Assistance|2020-06-30|24351|2710162|736964
4128289|501|Organizing Assistance|2019-07-03|60370|2710162|736964
4128290|501|Organizing Assistance|2019-08-07|56410|2710162|736964
